director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_recent_movie_ids,average_director_movie_revenue
Kevin Lima,15775.0,10481,85000000,7.668752,183611771,100.0,102 Dalmatians,5.1,327.0,2000,10,7,124916,101 Dalmatians (Live-Action) Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[15789, 37135]",241770208
John Glen,10179.0,708,40000000,12.189038,191185897,130.0,The Living Daylights,6.2,447.0,1987,6,29,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[707, 699, 700]",175780254
Oliver Stone,1152.0,10673,15000000,11.672701,43900000,126.0,Wall Street,7.0,557.0,1987,12,10,52783,Wall Street Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[792, 6106, 42149]",46865767
Tony Scott,893.0,96,28000000,9.200336,299965036,100.0,Beverly Hills Cop II,6.1,627.0,1987,5,18,85861,Beverly Hills Cop Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[744, 11654]",181404946
Martin Brest,769.0,90,14000000,8.503483,316360478,105.0,Beverly Hills Cop,6.8,985.0,1984,11,29,85861,Beverly Hills Cop Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[65066],11107823
John R. Cherry III,83961.0,18935,3000000,5.712291,23509382,92.0,Ernest Goes to Camp,5.5,40.0,1987,5,22,330555,Ernest Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[69061, 288413]",4535599
Sam Raimi,7623.0,764,350000,10.421679,29612367,85.0,The Evil Dead,7.3,913.0,1981,10,15,1960,Evil Dead Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[2186],4072166
Joseph Sargent,15663.0,580,23000000,9.327986,51881013,89.0,Jaws: The Revenge,3.5,227.0,1987,7,17,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[42114, 98130, 51681, 281215, 297668]",6670680
Michael Gottlieb,62043.0,10019,6000000,8.525782,42700000,89.0,Mannequin,5.5,130.0,1987,2,13,124951,Mannequin Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,[],0
Wong Kar-wai,12453.0,843,150000,8.703552,14204632,98.0,In the Mood for Love,7.8,379.0,2000,5,22,287016,Wong Kar-Wai's Informal Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"[11104, 40751, 11220, 18329, 18311]",4127702
Ridley Scott,578.0,9740,87000000,2.48875,351692268,131.0,Hannibal,6.4,1296.0,2001,2,8,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"[10534, 4421, 1541, 98, 1492]",115276546
Michael Mann,638.0,11454,15000000,0.338943,8620929,119.0,Manhunter,6.8,340.0,1986,8,14,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[11524, 26198, 57537]",7577336
Douglas Cheek,90525.0,23730,1250000,4.412794,3412497,88.0,C.H.U.D.,5.3,62.0,1984,8,31,257571,C.H.U.D. Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0
Robert Rodriguez,2294.0,10054,35000000,9.576745,147900000,88.0,Spy Kids,5.5,893.0,2001,3,18,86486,Spy Kids Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"[755, 8068, 9276, 9367, 26682]",23391576
Lee Tamahori,7256.0,2043,60000000,13.214068,105200000,104.0,Along Came a Spider,6.1,408.0,2001,4,6,142680,Alex Cross Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"[527, 10990, 9433]",18815654
Jean-Marie Poiré,64909.0,56715,35000000,6.198238,16200000,88.0,Just Visiting,4.9,173.0,2001,4,6,52888,The Visitors Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"[11687, 10353, 51191]",66000000
Michael Haigney,65428.0,10991,16000000,10.264597,68400000,93.0,Pokémon: Spell of the Unknown,6.0,143.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,10.264597,68400000,93.0,Pokémon: Spell of the Unknown,6.0,143.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,6.480376,68400000,93.0,Pokémon: Spell of the Unknown,6.0,144.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,6.480376,68400000,93.0,Pokémon: Spell of the Unknown,6.0,144.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,10.264597,68400000,93.0,Pokémon: Spell of the Unknown,6.0,143.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,10.264597,68400000,93.0,Pokémon: Spell of the Unknown,6.0,143.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,6.480376,68400000,93.0,Pokémon: Spell of the Unknown,6.0,144.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Michael Haigney,65428.0,10991,16000000,6.480376,68400000,93.0,Pokémon: Spell of the Unknown,6.0,144.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"[10228, 12599]",163646966
Sharon Maguire,9158.0,634,25000000,10.780524,281929795,97.0,Bridget Jones's Diary,6.6,1397.0,2001,4,13,8936,Bridget Jones Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,[],0
Simon Wincer,18254.0,9290,21150000,6.640385,39438674,92.0,Crocodile Dundee in Los Angeles,4.7,149.0,2001,4,12,9332,Crocodile Dundee Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[1634, 22317, 27281, 9826, 2453, 35381, 181574]",59478080
Stephen Sommers,7775.0,1734,98000000,16.945657,443280904,130.0,The Mummy Returns,6.0,2258.0,2001,4,28,1733,The Mummy Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[10714, 9457, 564, 34723]",112798038
Andrew Adamson,5524.0,808,60000000,17.987728,488628188,90.0,Shrek,7.3,4183.0,2001,5,16,2150,Shrek Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[],0
Ron Underwood,33485.0,1406,27000000,7.334686,179033791,112.0,City Slickers,6.2,232.0,1991,6,7,150156,City Slickers Collection,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,[9362],48572000
Simon West,12786.0,1995,115000000,15.851722,274700000,100.0,Lara Croft: Tomb Raider,5.7,2235.0,2001,6,11,2467,Tomb Raider Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[1701, 2275]",186859043
Steve Carr,52112.0,10808,70000000,7.906683,176100000,87.0,Dr. Dolittle 2,4.9,422.0,2001,6,22,3169,Dr. Dolittle Collection,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,[10471],59827328
Rob Cohen,18878.0,9799,38000000,1.406181,207283925,106.0,The Fast and the Furious,6.6,3485.0,2001,6,22,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8840, 11228, 11478, 10423]",97198927
Lawrence Guterman,64191.0,10992,60000000,8.142251,93375151,87.0,Cats & Dogs,5.0,363.0,2001,7,4,87014,Cats & Dogs Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[],0
Keenen Ivory Wayans,35689.0,4248,45000000,10.869056,141220678,83.0,Scary Movie 2,5.4,1019.0,2001,7,4,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[26352, 4247]",153706094
Hal Needham,67767.0,11286,18000000,6.693055,72200000,95.0,The Cannonball Run,6.2,161.0,1981,6,19,101688,Cannonball Run Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[12705, 11006, 163907, 16214]",90290018
Hal Needham,67767.0,11950,20000000,5.305197,56300000,108.0,Cannonball Run II,5.4,86.0,1984,6,29,101688,Cannonball Run Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[11286, 12705, 11006, 163907, 27380, 16214, 19258]",85762408
Jim Drake,65688.0,12236,18000000,2.806926,3077361,94.0,Speed Zone,4.1,20.0,1989,4,21,101688,Cannonball Run Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[10587],76800000
Robert Luketic,36797.0,8835,18000000,12.769371,141774679,96.0,Legally Blonde,6.2,908.0,2001,7,13,86024,Legally Blonde Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Stephen Herek,18356.0,3980,2000000,10.113807,13167232,82.0,Critters,5.9,221.0,1986,4,11,10893,Critters Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,[],0
Mick Garris,61824.0,10127,4500000,9.97523,3813293,86.0,Critters 2,5.0,91.0,1988,4,29,10893,Critters Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,[],0
Buddy Van Horn,66226.0,10651,20000000,7.066395,37900000,91.0,The Dead Pool,6.3,227.0,1988,7,12,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[17169],70687344
John R. Cherry III,83961.0,26386,6000000,3.590547,28202109,95.0,Ernest Saves Christmas,4.9,47.0,1988,11,11,330555,Ernest Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[18935, 69061, 288413]",23509382
Ken Wiederhorn,92851.0,24929,6000000,6.606325,9200000,89.0,Return of the Living Dead Part II,5.8,95.0,1988,1,15,101471,Return of the Living Dead Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[40771, 79649]",1118634
Dan O'Bannon,5045.0,10925,4000000,6.258984,14200000,91.0,The Return of the Living Dead,7.3,270.0,1985,5,15,101471,Return of the Living Dead Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[],0
Geoff Burrowes,76193.0,13965,6830000,0.652283,10743000,110.0,Return to Snowy River,6.0,10.0,1988,3,24,89272,The Man From Snowy River Collection,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,[],0
George T. Miller,1174031.0,24266,3500000,3.382894,20659423,104.0,The Man from Snowy River,6.9,38.0,1982,3,2,89272,The Man From Snowy River Collection,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,[],0
Kenneth Johnson,19142.0,11966,10000000,7.34677,21600000,110.0,Short Circuit 2,5.5,168.0,1988,7,6,86347,Short Circuit Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,[],0
John Badham,12840.0,2605,10000000,12.171218,40697761,98.0,Short Circuit,6.4,535.0,1986,5,9,86347,Short Circuit Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"[14040, 11009, 31695, 33521, 860, 6341, 42243]",101356634
Sam Firstenberg,72543.0,12500,1000000,7.314536,10499694,95.0,American Ninja,5.5,71.0,1985,8,30,91945,American Ninja Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[17464, 17386, 28148]",10389406
Sam Firstenberg,72543.0,25678,350000,4.237511,4000000,90.0,American Ninja 2: The Confrontation,4.9,49.0,1987,5,1,91945,American Ninja Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"[12500, 17464, 17386, 28148]",10426169
Stephen Herek,18356.0,1648,10000000,15.109261,40500000,90.0,Bill & Ted's Excellent Adventure,6.7,464.0,1989,2,17,91746,Bill & Ted's Most Excellent Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,[3980],13167232
David Irving,147594.0,53150,49200000,4.980211,62405000,85.0,C.H.U.D. II: Bud the Chud,3.5,25.0,1989,5,5,257571,C.H.U.D. Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,[71750],3920104
Jean-Claude Van Damme,15111.0,10222,1500000,6.939994,14697005,97.0,Kickboxer,6.3,257.0,1989,4,20,105322,Kickboxer Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
Amy Heckerling,57434.0,9494,7500000,5.795045,297000000,93.0,Look Who's Talking,5.8,546.0,1989,10,12,9521,Look Who's Talking Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[11418, 13342, 16806]",31152500
David S. Ward,12920.0,9942,11000000,5.304376,75000000,107.0,Major League,6.7,222.0,1989,2,16,97771,Major League Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[25297],3853474
Joe Johnston,4945.0,331,93000000,0.648867,368780809,92.0,Jurassic Park III,5.7,2109.0,2001,7,18,328,Jurassic Park Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[8844, 15139, 13466]",103730438
Steve Miner,58712.0,11342,7000000,11.906872,9094451,103.0,Warlock,5.8,98.0,1989,6,1,87536,Warlock Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"[9725, 9728, 11415, 12278]",28214368
Anthony Hickox,48965.0,24126,3000000,3.905507,3902679,98.0,Warlock: The Armageddon,5.2,39.0,1993,5,1,87536,Warlock Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[11569, 29095, 16159]",6671538
Robert Klane,55273.0,8494,7000000,7.348632,12741891,97.0,Weekend at Bernie's II,4.9,74.0,1993,7,9,118221,Weekend at Bernie's Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Garry Marshall,1201.0,9880,37000000,7.387171,165335153,115.0,The Princess Diaries,6.5,1063.0,2001,8,3,107674,The Princess Diaries Collection,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"[18395, 38554, 18417, 4806, 3784]",113024205
Brett Ratner,11091.0,5175,90000000,8.345985,347325802,90.0,Rush Hour 2,6.4,1078.0,2001,8,3,90863,Rush Hour Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[9416, 2109, 5994]",184710532
Buddy Van Horn,66226.0,17169,15000000,6.279562,70687344,115.0,Any Which Way You Can,6.1,95.0,1980,12,17,168182,Philo & Clyde Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,[],0
J.B. Rogers,7409.0,2770,30000000,10.25103,287553595,108.0,American Pie 2,6.0,1375.0,2001,8,10,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,[20309],12320393
Victor Salva,56349.0,8922,10000000,10.414363,59217789,90.0,Jeepers Creepers,6.1,731.0,2001,7,1,94899,Jeepers Creepers Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[12665, 85564]",30862156
Jon Turteltaub,12962.0,16314,6500000,11.035859,29000301,84.0,3 Ninjas,5.5,102.0,1992,8,7,71458,3 Ninjas Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,[12447],6356289
Charles T. Kanganis,36147.0,18885,20000000,3.775127,11798854,93.0,3 Ninjas Kick Back,4.6,50.0,1994,5,6,71458,3 Ninjas Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,[],0
Brian Trenchard-Smith,84981.0,30379,20000000,1.414972,6000000,104.0,Megiddo: The Omega Code 2,3.6,8.0,2001,9,7,122947,Omega Code Series,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"[19286, 19287, 24925, 155724]",13091024
Ben Stiller,7399.0,9398,28000000,10.40782,60780981,89.0,Zoolander,6.1,1363.0,2001,9,28,352789,Zoolander Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[2788, 9894]",61452823
Don Siegel,14773.0,984,4000000,10.255315,35976000,102.0,Dirty Harry,7.4,630.0,1971,12,21,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[26170, 11916, 24229, 31906, 32041, 4931]",4080000
Richard Kelly,1577.0,141,4500000,18.303148,7500000,113.0,Donnie Darko,7.7,3574.0,2001,1,18,178106,Darko Collection,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[],0
Pete Docter,12890.0,585,115000000,26.419962,579700000,92.0,"Monsters, Inc.",7.5,6150.0,2001,11,1,137696,"Monsters, Inc. Collection",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,[],0
Fred Walton,62556.0,45964,1500000,9.133206,25000000,97.0,When a Stranger Calls,6.3,51.0,1979,10,26,276838,When a Stranger Calls Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Chris Columbus,10965.0,671,125000000,38.187238,976475550,152.0,Harry Potter and the Philosopher's Stone,7.5,7188.0,2001,11,16,1241,Harry Potter Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[11472, 788, 9441, 772, 2277]",237185186
Don Coscarelli,58245.0,16441,8000000,5.577636,14056528,118.0,The Beastmaster,6.0,99.0,1982,8,20,106000,Beastmaster Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[9638],11988469
James Fargo,66222.0,10649,9000000,7.550133,46236000,96.0,The Enforcer,6.7,232.0,1976,12,20,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
Clint Eastwood,190.0,10650,22000000,9.737907,150000000,117.0,Sudden Impact,6.5,210.0,1983,12,7,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10747, 21866, 17689, 10724, 37917, 20187]",33473517
Steven Soderbergh,1884.0,161,85000000,12.114932,450717150,116.0,Ocean's Eleven,7.2,3857.0,2001,12,7,304,Ocean's Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[36141, 34024, 16375, 1389, 10388, 462, 1900, 32686]",90996827
Peter Hewitt,18357.0,1649,20000000,7.256293,38000000,98.0,Bill & Ted's Bogus Journey,5.9,311.0,1991,7,19,91746,Bill & Ted's Most Excellent Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,[],0
Peter Jackson,108.0,120,93000000,32.070725,871368364,178.0,The Lord of the Rings: The Fellowship of the Ring,8.0,8892.0,2001,12,18,119,The Lord of the Rings Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[1024, 10779, 763]",10883658
Walter Hill,1723.0,11595,38000000,6.938921,153518974,95.0,Another 48 Hrs.,5.8,205.0,1990,6,8,93295,48 Hrs. Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"[11064, 20287, 9604, 505, 150, 12528, 14746, 15392]",30127054
Richard Fleischer,2087.0,9610,18000000,10.151366,28600000,103.0,Conan the Destroyer,5.8,391.0,1984,6,29,43055,Conan the Barbarian Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[27214, 15310, 26173, 38027, 38556]",6333135
Walter Hill,1723.0,150,12000000,15.297121,78868508,96.0,48 Hrs.,6.5,364.0,1982,12,7,93295,48 Hrs. Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"[14729, 12528, 11474, 22094, 2153]",14428409
Robin Budd,1027737.0,16690,20000000,8.759774,109862682,72.0,Return to Never Land,6.1,304.0,2002,2,14,55422,Peter Pan Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,[],0
Michael Rymer,28741.0,11979,35000000,8.436243,45479110,101.0,Queen of the Damned,5.5,247.0,2002,2,10,217704,The Vampire Chronicles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"[2892, 22314, 61016]",14011454
Chris Wedge,5713.0,425,59000000,17.328902,383257136,81.0,Ice Age,7.1,3954.0,2002,3,10,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[],0
Paul W.S. Anderson,4014.0,1576,33000000,7.781293,103000000,100.0,Resident Evil,6.4,2100.0,2002,3,15,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"[9312, 45549, 8413, 9425]",54487796
Hal Needham,67767.0,12705,17000000,7.190986,66100000,100.0,Smokey and the Bandit II,5.1,87.0,1980,8,15,87220,Smokey and the Bandit Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[11006, 163907, 16214]",102368714
Hal Needham,67767.0,11006,4300000,7.68372,126700000,96.0,Smokey and the Bandit,6.8,197.0,1977,5,26,87220,Smokey and the Bandit Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,[],0
Dick Lowry,33880.0,15120,9000000,13.721966,7000000,85.0,Smokey and the Bandit Part 3,4.4,49.0,1983,8,12,87220,Smokey and the Bandit Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[79365, 44789]",4721427
Guillermo del Toro,10828.0,36586,54000000,17.05064,155010032,117.0,Blade II,6.3,1556.0,2002,3,22,735,Blade Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"[11655, 4961, 1433]",16031278
Walt Becker,68573.0,11452,6000000,7.668576,39241323,92.0,National Lampoon’s Van Wilder,5.9,867.0,2002,3,29,43220,National Lampoon’s Van Wilder Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,[],0
Joel Zwick,54644.0,8346,5000000,6.719949,368744044,95.0,My Big Fat Greek Wedding,6.2,686.0,2002,2,22,389767,My Big Fat Greek Wedding Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,[],0
James Isaac,69579.0,11470,11000000,7.793873,16951798,91.0,Jason X,4.5,298.0,2001,7,24,9735,Friday the 13th Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0
Sam Raimi,7623.0,557,139000000,29.413341,821708551,121.0,Spider-Man,6.8,5398.0,2002,5,1,556,Spider-Man Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[12106, 766, 10223, 10390, 2046]",28588106
George Lucas,1.0,1894,120000000,14.072511,649398328,142.0,Star Wars: Episode II - Attack of the Clones,6.4,4074.0,2002,5,15,10,Star Wars Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[1893],924317558
James Fargo,66222.0,15417,5000000,6.759519,85196485,110.0,Every Which Way But Loose,6.2,126.0,1978,12,19,168182,Philo & Clyde Collection,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,[10649],46236000
Phil Alden Robinson,23968.0,4614,68000000,9.268136,193921372,124.0,The Sum of All Fears,5.9,447.0,2002,5,31,192492,The Jack Ryan Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[2322, 47208]",105232691
Doug Liman,11694.0,2501,60000000,21.040126,214034224,119.0,The Bourne Identity,7.3,3640.0,2002,6,14,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"[10218, 9430, 208529]",16478772
Raja Gosnell,1215.0,9637,84000000,8.592826,275650703,88.0,Scooby-Doo,5.4,853.0,2002,6,14,86860,Scooby-Doo Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"[9714, 11355, 9600]",112535728
Tom Ropelewski,19305.0,11982,22000000,9.016076,10300000,96.0,Look Who's Talking Now!,4.7,200.0,1993,11,5,9521,Look Who's Talking Collection,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,[51036],9666165
Barry Sonnenfeld,5174.0,608,140000000,16.775716,445100000,88.0,Men in Black II,6.1,3188.0,2002,7,3,86055,Men In Black Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"[8012, 2758, 9024, 607, 8487, 2185]",165859341
Rick Rosenthal,33341.0,11442,13000000,8.502529,37700000,94.0,Halloween: Resurrection,4.5,230.0,2002,7,1,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[117179],2722596
Rob Minkoff,18898.0,10996,120000000,9.274909,170000000,78.0,Stuart Little 2,5.4,632.0,2002,7,19,99727,Stuart Little Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[10137],300135367
Jay Roach,6737.0,818,63000000,8.786653,296938801,94.0,Austin Powers in Goldmember,5.9,997.0,2002,7,26,1006,Austin Powers Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"[816, 817, 15198, 1597]",179766086
Robert Rodriguez,2294.0,9488,38000000,7.164131,119700000,100.0,Spy Kids 2: The Island of Lost Dreams,5.3,533.0,2002,8,7,86486,Spy Kids Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"[755, 8068, 9276, 9367, 10054, 26682]",48300096
Rob Cohen,18878.0,7451,70000000,12.722381,277448382,124.0,xXx,5.8,1454.0,2002,8,9,52785,xXx Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[8840, 11228, 11478, 9799, 10423]",119215926
Walter Hill,1723.0,15070,20000000,13.35278,14946150,96.0,Undisputed,6.1,141.0,2002,8,23,117777,Undisputed Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"[65796, 35588, 9333, 10384, 22004]",19234844
Arna Selznick,68732.0,11243,2000000,2.849672,34000000,77.0,The Care Bears Movie,5.4,31.0,1985,3,23,363966,Care Bears Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,[],0
Dale Schott,85365.0,19975,3400000,2.508783,12000000,76.0,Care Bears Movie II: A New Generation,5.5,11.0,1986,3,21,363966,Care Bears Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,[],0
