belongs_to_collection,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",193439,en,Smugglers' Cove,"Slip and Sach are working as cleaners in a high rise building. They enter an office to clean it when a messenger hears them use Slip's given name, Terrance Mahoney. The messenger has a letter for ""Terrance Mahonoey, Esq."" and mistakenly delivers it to Slip. The letter informs Slip that he has inherited a mansion in Long Island. The boys then make their way to the mansion and find that it is inhabited by diamond smugglers. The real owner of the house shows up and helps save the day and defeat the smugglers and gives the boys the house as a reward.",0.951418,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-10-10,0.0,66.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Smugglers' Cove,4.0,2.0
"{'id': 280539, 'name': 'Lassie (Kinofilme)'}",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",128854,en,Hills of Home,"William McClure is the villlage doctor in a remote Scottish glen. Tricked into buying Lassie, a collie afraid of water, he sets about teaching her to swim. At the same time he has the bigger problem that he is getting older and must ensure the glen will have a new local doctor ready.",0.166229,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': ""Loew's Incorporated"", 'id': 31892}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-11-25,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,M-G-M's thrilling adventure of young love in the hills!,Hills of Home,5.0,3.0
"{'id': 256729, 'name': 'War Trilogy'}",0.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",8016,it,Germania anno zero,"The final film in Rossellini's war film trilogy (the first two being Rome, Open City and Paisà). Germany Year Zero takes place in post-war Germany, unlike the others, which take place in German-occupied Rome and post-war Italy, respectively. The story follows a twelve-year-old boy, Edmund Kohler, who is mainly left to his own devices in order to survive and to help his family do the same.",2.666104,"[{'name': ""Produzione Salvo D'Angelo"", 'id': 2311}, {'name': 'Tevere Film', 'id': 2312}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1948-12-01,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"The country is obliterated, the buildings are dilapidated and the people are desolated.",Germany Year Zero,7.5,53.0
"{'id': 413663, 'name': 'Charlie Chan (Roland Winters) Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",90956,en,The Feathered Serpent,"In order to learn the location of a fabled Aztec treasure, a professor kidnaps his colleague, the only man able to read the ancient Aztec script that is supposed to reveal the location of the treasure. Charlie Chan and his #1 and #2 sons journey to the jungles of Mexico to find the victim and bring the kidnapper and his gang to justice.",0.6921,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-12-19,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Feathered Serpent,7.8,4.0
"{'id': 456980, 'name': 'The Paleface Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",17804,en,The Paleface,"Bob Hope stars in this laugh-packed wild west spoof co-starring Jane Russell as a sexy Calamity Jane, Hope is a meek frontier dentist, ""Painless"" Peter Potter, who finds himself gunslinging alongside the fearless Calamity as she fights off outlaws and Indians.",1.170751,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-12-24,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Like Merry Xmas and Happy New Year...They belong together!,The Paleface,6.0,17.0
"{'id': 280539, 'name': 'Lassie (Kinofilme)'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",43398,en,Challenge to Lassie,"When Lassie's master dies, an old friend tries to convince a judge that the dog's life should be spared.",1.017714,"[{'name': ""Loew's"", 'id': 1460}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-01-01,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Wanted by the Law,Challenge to Lassie,4.0,4.0
"{'id': 53043, 'name': 'The Magick Lantern Cycle'}",0.0,[],46781,en,Puce Moment,"Puce Moment is a short 6 minute film by Kenneth Anger, author of the Hollywood Babylon books, filmed in 1949. Puce Moment resulted from the unfinished short film Puce Women. The film opens with a camera watching 1920s style flapper gowns being taken off a dress rack. The dresses are removed and danced off the rack to music. (The original soundtrack was Verdi opera music; in the 1960s, Anger re-released the film with a new psychedelic folk-rock soundtrack performed by Jonathan Halper.) A long-lashed woman, Yvonne Marquis, dresses in the purple puce gown and walks to her vanity to apply perfume. She lies on a chaise lounge which then begins to move around the room and eventually out to a patio. Borzois appear and she prepares to take them for a walk.",0.617421,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-01-01,0.0,6.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Puce Moment,6.5,11.0
"{'id': 360342, 'name': 'Tarzan (Lex Barker series)'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",206145,en,Tarzan's Magic Fountain,"An expedition tries to enlist Tarzan's help in finding the secret Blue Valley, which legend says is the location of a miraculous fountain of youth.",0.757377,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-02-05,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Tarzan's Magic Fountain,5.5,2.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",193460,en,Fighting Fools,"The boys are working at the local boxing arena where their friend, Jimmy Higgins, is boxing. During a crooked match Jimmy is killed. The boys seek out his older brother, Johnny, a former boxer who gave up the sport rather than go crooked, and help train him to get back in the ring. They try to get him a shot at the title, and when they do the same crooked gangsters that were behind Jimmy's death try to get Johnny to take a dive.",0.002013,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-03-17,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Fighting Fools,0.0,0.0
"{'id': 413663, 'name': 'Charlie Chan (Roland Winters) Collection'}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",90955,en,The Sky Dragon,"All the passengers on an airplane headed for San Francisco are drugged, and when they wake up, it is discovered that a quarter-million dollars is missing. Charlie Chan--and, of course, his #1 son--must discover the identity of the person who doped the passengers and stole the money.",0.267863,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-04-27,0.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Death rides the clouds,The Sky Dragon,8.5,2.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",186775,en,Hold That Baby!,"While working in a laundromat, the boys find a baby hidden among the linen. They soon find out that the baby, who is the heir to a fortune, has been abandoned by his mother so that her two evil aunts can't cheat her and the baby out of the inheritance. The boys determine to help the woman claim her baby's rightful inheritance from her aunts, who have hired gangsters to find and eliminate the girl, the baby and anyone who helps them.",0.001691,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-06-06,0.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"LOOK WHO'S BABY-SITTING! Leo's playing ""Mother"" to a missing heir worth millions!",Hold That Baby!,0.0,0.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",186268,en,Angels in Disguise,Slip and the gang (Bowery Boys) stray from newspaper work to detective work.,0.039889,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-09-25,0.0,63.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's their Funniest Fightin-est Film!,Angels in Disguise,6.0,1.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",166904,en,Master Minds,"When Sach eats too much sugar, he goes into a trance whereby he's able to predict the future. Slip tries to make some money off of Sach by using him as a fortune teller in a carnival, until a mad scientist kidnaps Sach to use him in an intelligence-switching experiment with a monster.",0.43573,[],[],1949-11-27,0.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE CHILLS WILL ELECTRIFY YOU When The Bowery Boys Meet The Monster.,Master Minds,0.0,0.0
"{'id': 46082, 'name': 'Ma and Pa Kettle Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",51411,en,Ma and Pa Kettle Go to Town,"When Pa wins a jingle-writing contest, he and Ma head for New York City. They they get in trouble with gangsters when they lose some stolen money which they had already agreed to deliver to one of the thugs.",0.307504,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-01-04,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The NEWEST and hilarious adventure!,Ma and Pa Kettle Go to Town,6.2,5.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",182950,en,Blonde Dynamite,"While Louie is on vacation, the boys turn The Sweet Shop into an escort service, and soon find a group of beautiful girls as their first clients.",0.018424,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-02-12,0.0,66.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,RIOTOUS ROMEOS! CUCKOO CASANOVAS!,Blonde Dynamite,0.0,0.0
"{'id': 55419, 'name': 'Cinderella Collection'}",2900000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",11224,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",14.436858,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-03-04,263591415.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest love story ever told.,Cinderella,6.8,1760.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",193459,en,Lucky Losers,"Slip and Sach's boss, David J. Thurston, has allegedly committed suicide. Slip finds a book of matches with the name of a local nightclub on his boss' desk and finds out from Gabe that a gambling casino is being run out of it. Slip comes to the conclusion that the club had something to do with his boss' death and sets out to find his murderer. The boys get jobs at the club and Louie poses as a rich cattlemen as they gather the information to convict the murderers.",0.002589,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-05-14,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE CARDS ARE STACKED...WITH LAUGHS!,Lucky Losers,0.0,0.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",184328,en,Triple Trouble,Slip and the gang (Bowery Boys) take the rap for a robbery they did not commit.,0.098143,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-08-13,0.0,67.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"THEY'VE GOT THOSE ""JAIL-BOID"" BLUES! Leo talked them into the big house...but even Huntz can't clown his way out!",Triple Trouble,6.0,1.0
"{'id': 84923, 'name': 'The Orphic Trilogy'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",4558,fr,Orphée,"At the Café des Poètes in Paris, a fight breaks out between the poet Orphée (Jean Marais) and a group of resentful upstarts. A rival poet, Cègeste (Edouard Dermit), is killed, and a mysterious princess (María Casares) insists on taking Orpheus and the body away in her Rolls-Royce. Orphée soon finds himself in the underworld, where the Princess announces that she is, in fact, Death. Orpheus escapes in the car back to the land of the living, only to become obsessed with the car radio.  This film is the central part of Cocteau's Orphic Trilogy, which consists of The Blood of a Poet (1930), Orpheus (1950) and Testament of Orpheus (1960).",5.017839,"[{'name': 'Films du Palais Royal', 'id': 33449}, {'name': 'Andre Paulve Film', 'id': 47820}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1950-09-29,0.0,95.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Orpheus,8.0,46.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",185289,en,Blues Busters,The Bowery Boys (Bowery Boys) open a nightclub after Sach has his tonsils out and wakes up with a singing voice.,0.012491,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-10-29,0.0,67.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most riotous night club kings you've ever seen!,Blues Busters,0.0,0.0
"{'id': 135508, 'name': 'Allan Quatermain (1950 series)'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",43388,en,King Solomon's Mines,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,1.684532,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-11-09,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lovers trapped in animal stampede !,King Solomon's Mines,6.3,23.0
"{'id': 421566, 'name': 'Totò Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",63179,it,Totò Sceicco,,0.566432,"[{'name': 'Titanus', 'id': 641}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1950-11-30,0.0,,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Totò Sceicco,6.5,8.0
"{'id': 421566, 'name': 'Totò Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",80374,it,Totò e i re di Roma,,0.386718,[],[],1951-01-01,0.0,0.0,[],Released,,Toto and the King of Rome,6.6,7.0
"{'id': 415931, 'name': 'The Bowery Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",185273,en,Bowery Battalion,"Slip, Sach and the gang (Bowery Boys) think an air-raid test is for real and join the Army.",0.462816,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1951-01-24,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THEY'RE THE DAFFIEST DRAFTEES IN HISTORY!,Bowery Battalion,10.0,1.0
"{'id': 421566, 'name': 'Totò Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",60061,it,Napoli milionaria,"A combination of a satire on war and a comedy with war as the background. It tells of the ordinary people living on a Naples sidestreet, from 1940 to 1950 under the dominance of the Fascists, the Nazis and then the Allies occupation forces. Primary among the citizens is Gennaro Iovine (Eduard De Filippo)who has a penchant for innocently getting into trouble, and his friend Pasquale (Toto.) The latter is a rail-sweeper who becomes a professional stand-in...a corpse used to conceal contraband...serving jail time for those who don't care to spend the time to do the time...a substitute at a political rally when violence threatens the scheduled speaker",0.493066,"[{'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1951-04-17,0.0,84.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Side Street Story,7.3,6.0
"{'id': 280539, 'name': 'Lassie (Kinofilme)'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",61855,en,The Painted Hills,"After years of prospecting, Jonathan finally strikes gold. He returns to town only to discover that his partner has since died and left Tommy fatherless. He decides to leave Shep (played by Lassie) with Tommy to cheer him up. Meanwhile, Jonathan's new partner, Lin, isn't interested in sharing the gold, and lures Jonathan to his death. Lassie immediately deduces what's happened, so Lin poisons Lassie. Lassie barely pulls through and pursues Lin to a climactic confrontation where, due to an off-screen accident with some liquid nitrogen, Lin's gun jams.",0.113627,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1951-05-04,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Painted Hills,2.0,3.0
