director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_score,actor1_id,actor1_name,actor2_id,actor2_name,actor3_id,actor3_name,actor1_score,actor2_score,actor3_score,actor_score,company_name,company_id
Martin Scorsese,1032.0,11873,13800000,11.613655,52293982,119.0,The Color of Money,6.7,297.0,1986,10,7,387219,The Hustler Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10573455,3636.0,Paul Newman,500.0,Tom Cruise,1161.0,Mary Elizabeth Mastrantonio,47347106.5,74843928.14285715,66023329.0,62738121,"['Silver Screen Partners', 'Touchstone Pictures']","[514, 9195]"
Mary Lambert,56263.0,8913,11500000,8.365761,57500000,103.0,Pet Sematary,6.4,417.0,1989,4,21,10789,Pet Sematary Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,56265.0,Dale Midkiff,56266.0,Fred Gwynne,1743.0,Denise Crosby,0.0,94394446.0,1772702.0,48083574,['Paramount Pictures'],[4]
Mary Lambert,56263.0,10906,8000000,6.823445,17092453,100.0,Pet Sematary II,5.0,107.0,1992,8,28,10789,Pet Sematary Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57469467,820.0,Edward Furlong,11085.0,Anthony Edwards,6574.0,Clancy Brown,520000000.0,1588789.75,18758998.5,180115929,"['Paramount Pictures', 'Columbus Circle Films']","[4, 3264]"
David Price,102709.0,25748,900000,8.357875,6980986,92.0,Children of the Corn II: The Final Sacrifice,4.5,50.0,1993,1,29,115225,Children of the Corn Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102714.0,Terence Knox,102715.0,Paul Scherrer,95645.0,Ryan Bollman,1400000.0,0.0,0.0,1400000,"['Corn Cobb Productions', 'Dimension Films', 'Fifth Avenue Entertainment']","[4415, 7405, 15342]"
George Seaton,24939.0,10671,10000000,7.873018,100489151,137.0,Airport,6.2,89.0,1970,3,5,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18011920,13784.0,Burt Lancaster,4299.0,Dean Martin,3830.0,Jean Seberg,4000000.0,8493624.8,31678778.0,14724134,"['Universal Pictures', 'Ross Hunter Productions Inc.']","[33, 1830]"
Jack Smight,30422.0,27932,3000000,8.480501,47000000,107.0,Airport 1975,5.5,79.0,1974,10,18,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7550000,10017.0,Charlton Heston,8963.0,Karen Black,8629.0,Gloria Swanson,11977543.6,22316145.5,0.0,17146845,['Universal Pictures'],[33]
Jerry Jameson,52094.0,7227,6000000,9.394776,30000000,114.0,Airport '77,5.8,69.0,1977,3,11,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5644573,3151.0,Jack Lemmon,30123.0,Lee Grant,30585.0,Brenda Vaccaro,0.0,60000000.0,0.0,60000000,['Universal Pictures'],[33]
Michael Crichton,4782.0,2362,1200000,6.529052,10000000,88.0,Westworld,6.7,345.0,1973,10,22,166698,Westworld Collection,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,14528.0,Yul Brynner,24318.0,Richard Benjamin,9274.0,James Brolin,0.0,13555835.0,6550000.0,10052918,['Metro-Goldwyn-Mayer (MGM)'],[8411]
Franklin J. Schaffner,13265.0,871,5800000,17.784978,32589624,112.0,Planet of the Apes,7.5,958.0,1968,2,7,1709,Planet of the Apes Original Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,7189160,10017.0,Charlton Heston,7505.0,Roddy McDowall,10539.0,Kim Hunter,7372051.5,43236666.5,0.0,25304359,"['Twentieth Century Fox Film Corporation', 'APJAC Productions']","[306, 12943]"
Ted Post,18635.0,1685,3000000,12.325947,18999718,95.0,Beneath the Planet of the Apes,6.2,370.0,1970,5,1,1709,Planet of the Apes Original Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6800000,18643.0,James Franciscus,10539.0,Kim Hunter,12023.0,Maurice Evans,0.0,32589624.0,32992525.0,32791074,"['Twentieth Century Fox Film Corporation', 'APJAC Productions']","[306, 12943]"
J. Lee Thompson,18669.0,1705,1700000,11.644764,8844595,93.0,Battle for the Planet of the Apes,5.5,220.0,1973,6,15,1709,Planet of the Apes Original Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11499000,7505.0,Roddy McDowall,18648.0,Natalie Trundy,103707.0,Austin Stoker,31128005.75,13682874.333333334,0.0,22405440,"['Twentieth Century Fox Film Corporation', 'Apjac International']","[306, 22542]"
J. Lee Thompson,18669.0,1688,1700000,12.843375,9700000,88.0,Conquest of the Planet of the Apes,6.1,243.0,1972,6,29,1709,Planet of the Apes Original Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8649000,7505.0,Roddy McDowall,18666.0,Don Murray,1793.0,Ricardo Montalban,20946176.33333333,0.0,16174452.5,18560314,"['Twentieth Century Fox Film Corporation', 'APJAC Productions']","[306, 12943]"
Don Taylor,9108.0,1687,2500000,12.120267,12400000,98.0,Escape from the Planet of the Apes,6.3,270.0,1971,5,20,1709,Planet of the Apes Original Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4525284,7505.0,Roddy McDowall,10539.0,Kim Hunter,18647.0,Bradford Dillman,32589624.0,25794671.0,0.0,29192148,"['Twentieth Century Fox Film Corporation', 'APJAC Productions']","[306, 12943]"
David Lowell Rich,40187.0,29723,14000000,3.514331,13015688,123.0,The Concorde... Airport '79,4.7,45.0,1979,8,17,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5533410,15135.0,Alain Delon,22553.0,Susan Blakely,9208.0,Robert Wagner,0.0,59000000.0,79610000.0,69305000,['Universal Pictures'],[33]
Harold Ramis,1524.0,9535,80000000,7.634017,176885658,103.0,Analyze This,6.4,512.0,1999,3,5,110127,Analyze Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46074532,380.0,Robert De Niro,7904.0,Billy Crystal,14406.0,Lisa Kudrow,73966656.41666667,16355954.0,13699388.75,34674000,"['Spring Creek Productions', 'Warner Bros.', 'Tribeca Productions', 'Baltimore Pictures']","[705, 6194, 11391, 11407]"
Katt Shea,102634.0,7341,21000000,4.766591,17762705,104.0,The Rage: Carrie 2,5.1,79.0,1999,3,11,257053,Carrie Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1829804,51390.0,Emily Bergl,52474.0,Jason London,27563.0,Amy Irving,0.0,47774193.0,10686841.0,29230517,"['United Artists', 'Red Bank Films']","[60, 2229]"
Lana Wachowski,9340.0,603,63000000,33.366332,463517383,136.0,The Matrix,7.9,9079.0,1999,3,30,2344,The Matrix Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7011317,6384.0,Keanu Reeves,2975.0,Laurence Fishburne,530.0,Carrie-Anne Moss,105456121.33333331,26404552.25,0.0,65930337,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros.']","[79, 372, 1885, 6194]"
Stephen Sommers,7775.0,564,80000000,23.984065,415885488,124.0,The Mummy,6.6,2796.0,1999,4,16,1733,The Mummy Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11768888,18269.0,Brendan Fraser,3293.0,Rachel Weisz,10727.0,John Hannah,40632578.0,12443037.2,29680215.0,27585277,"['Universal Pictures', 'Alphaville Films']","[33, 11462]"
George Lucas,1.0,1893,115000000,15.649091,924317558,136.0,Star Wars: Episode I - The Phantom Menace,6.4,4526.0,1999,5,19,10,Star Wars Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3896.0,Liam Neeson,3061.0,Ewan McGregor,524.0,Natalie Portman,42420384.66666666,11053846.0,85973202.25,46482478,['Lucasfilm'],[1]
Richard Donner,7187.0,1924,55000000,15.460102,300500000,143.0,Superman,6.9,1042.0,1978,12,13,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,60922980,20006.0,Christopher Reeve,3084.0,Marlon Brando,20011.0,Margot Kidder,5438927.0,0.0,12347961.0,8893444,"['Warner Bros.', 'Dovemead Films', 'Film Export A.G.']","[6194, 51861, 51862]"
Richard Lester,10586.0,8536,54000000,10.301621,190458706,127.0,Superman II,6.5,642.0,1980,12,4,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,12709000,193.0,Gene Hackman,20006.0,Christopher Reeve,13726.0,Ned Beatty,125136581.0,152828472.5,73459378.5,117141477,"['Warner Bros.', 'Dovemead Films', 'Film Export A.G.']","[6194, 51861, 51862]"
Richard Lester,10586.0,9531,39000000,9.614638,80200000,125.0,Superman III,5.3,500.0,1983,6,17,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,71958902,20006.0,Christopher Reeve,9309.0,Richard Pryor,55278.0,Jackie Cooper,245338362.0,43399130.42857143,245338362.0,178025285,"['Warner Bros.', 'Dovemead Films', 'Cantharus Productions']","[6194, 51861, 51903]"
Sidney J. Furie,64508.0,11411,17000000,7.990679,36681020,90.0,Superman IV: The Quest for Peace,4.1,327.0,1987,7,23,8537,Superman Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,18718715,20006.0,Christopher Reeve,20011.0,Margot Kidder,193.0,Gene Hackman,38577408.0,75850624.0,12911955.8,42446663,"['Cannon Films', 'Warner Bros.', 'London-Cannon Films', 'Golan-Globus Productions']","[4110, 6194, 6231, 13549]"
James Whale,2917.0,3035,291000,8.091603,12000000,71.0,Frankenstein,7.3,295.0,1931,11,21,218406,Frankenstein (Universal Series),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8000000,2923.0,Colin Clive,29814.0,Mae Clarke,29815.0,John Boles,0.0,557000.0,3022000.0,1789500,['Universal Pictures'],[33]
Jay Roach,6737.0,817,33000000,13.984182,312016928,95.0,Austin Powers: The Spy Who Shagged Me,6.1,1034.0,1999,6,8,1006,Austin Powers Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,67711748,12073.0,Mike Myers,69122.0,Heather Graham,13919.0,Michael York,42234455.5,51299072.28571428,38667538.5,44067022,"['New Line Cinema', ""Eric's Boy""]","[12, 595]"
Chris Weitz,3288.0,2105,11000000,18.344227,235483004,95.0,American Pie,6.4,2358.0,1999,7,9,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21593.0,Jason Biggs,21594.0,Chris Klein,21403.0,Thomas Ian Nicholas,0.0,14902041.0,0.0,14902041,"['Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group', 'Zide-Perry Productions']","[33, 491, 506, 3169]"
Tim Hill,49903.0,10208,24000000,7.531668,22300000,87.0,Muppets from Space,5.8,94.0,1999,7,14,256377,The Muppet Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,64180.0,Steve Whitmire,64181.0,Dave Goelz,64182.0,Bill Barretta,34327391.0,34327391.0,0.0,34327391,"['Columbia Pictures', 'Jim Henson Company, The']","[5, 6254]"
Daniel Myrick,26849.0,2667,60000,14.838386,248639099,81.0,The Blair Witch Project,6.3,1090.0,1999,7,14,64750,Blair Witch Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11028375,26853.0,Michael C. Williams,26851.0,Heather Donahue,26852.0,Joshua Leonard,0.0,0.0,0.0,0,"['Artisan Entertainment', 'Haxan Films']","[2188, 15160]"
Ivan Reitman,8858.0,620,30000000,22.089729,296578797,107.0,Ghostbusters,7.3,2431.0,1984,6,7,2980,Ghostbusters Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85300000,1532.0,Bill Murray,707.0,Dan Aykroyd,10205.0,Sigourney Weaver,77251430.25,88171093.25,1317657.0,55580060,"['Columbia Pictures Corporation', 'Delphi Films', 'Black Rhino Productions']","[441, 4267, 47565]"
Ivan Reitman,8858.0,2978,37000000,16.414239,215394738,108.0,Ghostbusters II,6.3,1131.0,1989,6,15,2980,Ghostbusters Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,172813264,1532.0,Bill Murray,707.0,Dan Aykroyd,10205.0,Sigourney Weaver,30407235.0,34461954.333333336,143245045.0,69371411,['Columbia Pictures Corporation'],[441]
Don Taylor,9108.0,10766,6800000,10.235373,26518355,107.0,Damien: Omen II,6.1,170.0,1978,6,9,10919,The Omen Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12348905,8252.0,William Holden,30123.0,Lee Grant,66609.0,Jonathan Scott-Taylor,69844938.5,45000000.0,0.0,57422469,"['Twentieth Century Fox Film Corporation', 'Mace Neufeld Productions']","[306, 2767]"
Graham Baker,43513.0,10768,5000000,7.798615,20471382,108.0,Omen III: The Final Conflict,5.5,132.0,1981,3,20,10919,The Omen Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4783.0,Sam Neill,29327.0,Rossano Brazzi,14062.0,Don Gordon,0.0,0.0,0.0,14691067,['Twentieth Century Fox Film Corporation'],[306]
Jim Abrahams,12936.0,813,3500000,13.063203,83453539,88.0,Airplane!,7.1,1104.0,1980,7,2,91663,Airplane Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14416.0,Robert Hays,14415.0,Julie Hagerty,14414.0,Kareem Abdul-Jabbar,0.0,0.0,0.0,3384046,['Paramount Pictures'],[4]
Ken Finkleman,27746.0,2665,15000000,7.181664,27200000,85.0,Airplane II: The Sequel,6.0,276.0,1982,12,10,91663,Airplane Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14416.0,Robert Hays,14415.0,Julie Hagerty,2177.0,Lloyd Bridges,83453539.0,83453539.0,83453539.0,83453539,['Paramount Pictures'],[4]
Amy Heckerling,57434.0,11418,17000000,11.457485,49400000,95.0,National Lampoon’s European Vacation,6.0,232.0,1985,7,25,108693,National Lampoon's Vacation Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,22046440,54812.0,Chevy Chase,821.0,Beverly D'Angelo,69344.0,Dana Hill,38692012.4,31169487.5,8100000.0,25987167,['Warner Bros.'],[6194]
Harold Ramis,1524.0,11153,15000000,7.747432,61400000,98.0,National Lampoon's Vacation,7.1,412.0,1983,7,28,108693,National Lampoon's Vacation Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,39846344,54812.0,Chevy Chase,821.0,Beverly D'Angelo,70089.0,Imogene Coca,28073491.5,42158075.25,0.0,35115783,['Warner Bros.'],[6194]
Dennis Dugan,17494.0,11077,10000000,5.722116,72000000,81.0,Problem Child,5.5,152.0,1990,7,27,180854,Problem Child Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27772.0,John Ritter,5251.0,Jack Warden,68209.0,Michael Oliver,873903.0,20324096.0,0.0,10599000,"['Imagine Entertainment', 'Universal Pictures']","[23, 33]"
Brian Levant,13581.0,28597,15000000,8.142992,32704700,90.0,Problem Child 2,5.2,101.0,1991,7,3,180854,Problem Child Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27772.0,John Ritter,68209.0,Michael Oliver,5251.0,Jack Warden,36436951.5,72000000.0,46162048.0,51533000,"['Imagine Entertainment', 'Universal Pictures']","[23, 33]"
Mic Rodgers,18889.0,10366,33500000,7.805145,10667893,82.0,Universal Soldier: The Return,4.2,138.0,1999,8,5,10713,Universal Soldier Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15111.0,Jean-Claude Van Damme,65235.0,Kiana Tom,65236.0,Bill Goldberg,66665948.571428575,0.0,0.0,66665949,"['TriStar Pictures', 'Baumgarten-Prophet Entertainment']","[559, 12968]"
Roland Emmerich,6046.0,9349,23000000,8.035769,94999898,102.0,Universal Soldier,5.8,382.0,1992,7,10,10713,Universal Soldier Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5549723,15111.0,Jean-Claude Van Damme,16644.0,Dolph Lundgren,18316.0,Ally Walker,26848477.33333333,8258442.0,0.0,17553460,"['Centropolis Entertainment', 'TriStar Pictures', 'StudioCanal', 'IndieProd Company Productions', 'Carolco Pictures']","[347, 559, 694, 959, 14723]"
Jackie Chan,18897.0,10975,15000000,12.276235,24100000,106.0,Armour of God II: Operation Condor,7.0,109.0,1991,2,7,146136,Armour of God Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17074596,18897.0,Jackie Chan,227778.0,Carol Cheng,53655.0,Eva Cobo,34036029.0,0.0,0.0,34036029,['Golden Harvest Company'],[2521]
Jackie Chan,18897.0,10974,15000000,7.278549,16000000,88.0,Armour of God,6.8,111.0,1986,8,16,146136,Armour of God Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,113164,18897.0,Jackie Chan,67689.0,Alan Tam,65987.0,Rosamund Kwan,14095618.5,0.0,0.0,14095618,"['Jadran Film', 'Golden Harvest Company', 'Golden Way Films Ltd.']","[168, 2521, 3054]"
Don Coscarelli,58245.0,9638,300000,6.609336,11988469,89.0,Phantasm,6.5,166.0,1979,3,28,47770,Phantasm Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,79584.0,Angus Scrimm,58240.0,A. Michael Baldwin,58241.0,Bill Thornbury,0.0,0.0,0.0,0,"['AVCO Embassy Pictures', 'New Breed Productions']","[494, 22540]"
Richard Franklin,29471.0,10576,5000000,6.370495,34725000,113.0,Psycho II,6.0,128.0,1983,6,3,119674,Psycho Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100000,7301.0,Anthony Perkins,7303.0,Vera Miles,39117.0,Meg Tilly,35841901.0,0.0,0.0,35841901,"['Universal Pictures', 'Oak']","[33, 16838]"
Anthony Perkins,7301.0,12662,8400000,6.345885,14481606,93.0,Psycho III,5.4,79.0,1986,6,27,119674,Psycho Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7301.0,Anthony Perkins,2958.0,Diana Scarwid,20495.0,Jeff Fahey,34725000.0,11114195.75,32192570.0,26010589,['Universal Pictures'],[33]
Guy Hamilton,9915.0,658,2500000,13.78884,124881062,110.0,Goldfinger,7.2,1005.0,1964,9,17,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4461205,738.0,Sean Connery,9907.0,Honor Blackman,9908.0,Gert Fröbe,48891758.75,0.0,50100000.0,49495879,"['United Artists', 'Eon Productions', 'Danjaq']","[60, 7576, 10761]"
Terence Young,9855.0,657,2500000,12.536729,78900000,115.0,From Russia with Love,6.9,773.0,1963,10,11,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59567035,738.0,Sean Connery,9896.0,Daniela Bianchi,96973.0,Pedro Armendáriz,54833517.5,0.0,0.0,54833518,"['United Artists', 'Eon Productions', 'Danjaq']","[60, 7576, 10761]"
Terence Young,9855.0,646,1200000,19.931606,59567035,110.0,Dr. No,6.9,953.0,1962,10,4,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3178969,738.0,Sean Connery,9871.0,Ursula Andress,9872.0,Joseph Wiseman,50100000.0,0.0,0.0,50100000,"['United Artists', 'Eon Productions']","[60, 7576]"
Randal Kleiser,8876.0,5689,4500000,11.578578,58853106,104.0,The Blue Lagoon,5.8,422.0,1980,7,5,59586,The Blue Lagoon collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,181813770,15110.0,Brooke Shields,42740.0,Christopher Atkins,7192.0,Leo McKern,4098756.5,0.0,43720667.5,23909712,['Columbia Pictures Corporation'],[441]
Sergio Leone,4385.0,391,200000,12.429704,14500000,99.0,A Fistful of Dollars,7.6,909.0,1964,9,12,48317,The Man With No Name Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,350000,190.0,Clint Eastwood,16309.0,Marianne Koch,14276.0,Gian Maria Volonté,0.0,0.0,0.0,5257806,"['United Artists', 'Constantin Film Produktion', 'Jolly Film', 'Ocean Films']","[60, 5755, 10481, 19498]"
Chris Columbus,10965.0,772,18000000,13.293722,358994850,120.0,Home Alone 2: Lost in New York,6.3,2459.0,1992,11,19,9888,Home Alone Collection,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,178715317,11510.0,Macaulay Culkin,4517.0,Joe Pesci,11514.0,Catherine O'Hara,111138702.5,160037796.7777778,218379233.0,163185244,"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']","[306, 477]"
Robert Marcarelli,102797.0,29064,7200000,1.789046,12600000,100.0,The Omega Code,4.4,17.0,1999,10,15,122947,Omega Code Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3858350,27763.0,Casper Van Dien,13919.0,Michael York,69098.0,Catherine Oxenberg,61693659.0,129784001.66666669,0.0,95738830,['Code Productions'],[4897]
Malcolm D. Lee,72024.0,16162,9000000,5.055141,34573780,120.0,The Best Man,6.8,38.0,1999,10,22,243598,The Best Man Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9781.0,Nia Long,9779.0,Моррис Честнат,6195.0,Harold Perrineau,26262963.25,76246619.5,50013788.25,50841124,"['Universal Pictures', '40 Acres & A Mule Filmworks']","[33, 4319]"
Paul Verhoeven,10491.0,5548,13000000,13.485583,53424681,102.0,RoboCop,7.1,1494.0,1987,7,17,5547,RoboCop Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100000,27811.0,Peter Weller,44038.0,Nancy Allen,780.0,Ronny Cox,6250994.0,1362303.0,308162757.0,105258685,['Orion Pictures'],[41]
Irvin Kershner,10930.0,5549,35000000,10.969876,45681173,117.0,RoboCop 2,5.6,498.0,1990,6,22,5547,RoboCop Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,160000000,27811.0,Peter Weller,44038.0,Nancy Allen,119232.0,Tom Noonan,34564647.5,33784340.5,8637003.6,25661997,['Orion Pictures'],[41]
John Glen,10179.0,699,28000000,9.765123,187412802,127.0,For Your Eyes Only,6.3,497.0,1981,6,23,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10222.0,Roger Moore,10500.0,Carole Bouquet,10501.0,Chaim Topol,95606136.2,0.0,27107960.0,61357048,"['United Artists', 'Eon Productions']","[60, 7576]"
John Glen,10179.0,709,32000000,11.137888,156167015,133.0,Licence to Kill,5.9,549.0,1989,7,7,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,179631665,10669.0,Timothy Dalton,10679.0,Carey Lowell,2055.0,Robert Davi,95626887.5,1234669.5,55394611.6,50752056,['Eon Productions'],[7576]
Guy Hamilton,9915.0,253,7000000,9.773768,126377836,121.0,Live and Let Die,6.4,540.0,1973,7,5,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,120450304,10222.0,Roger Moore,5050.0,Yaphet Kotto,10223.0,Jane Seymour,0.0,0.0,0.0,7433308,"['United Artists', 'Eon Productions', 'Danjaq']","[60, 7576, 10761]"
Terence Young,9855.0,660,5500000,10.517835,141195658,130.0,Thunderball,6.5,572.0,1965,12,16,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,69233518,738.0,Sean Connery,9919.0,Claudine Auger,9920.0,Adolfo Celi,64089619.4,0.0,4000000.0,34044810,"['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","[7576, 8411]"
George A. Romero,14999.0,16281,8000000,10.434018,21028755,120.0,Creepshow,6.7,228.0,1982,11,12,107725,Creepshow Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55000000,11066.0,Hal Holbrook,11782.0,Adrienne Barbeau,6839.0,Fritz Weaver,16724415.0,47957703.0,0.0,32341059,"['Warner Bros.', 'Creepshow Films Inc.', 'Laurel Entertainment Inc.']","[6194, 14179, 14180]"
Michael Gornick,15056.0,16288,3500000,9.330087,14000000,92.0,Creepshow 2,5.9,133.0,1987,5,1,107725,Creepshow Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12950.0,George Kennedy,83400.0,Dorothy Lamour,10475.0,Lois Chiles,13341890.5,0.0,0.0,13341890,"['New World Pictures', 'Laurel Entertainment Inc.']","[1950, 14180]"
Michael Haigney,65428.0,10228,30000000,7.556826,163600000,75.0,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,336.0,1998,7,18,34055,Pokémon Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65424.0,Rica Matsumoto,65426.0,Mayumi Iizuka,65427.0,Yūji Ueda,112536.0,0.0,0.0,112536,"['TV Tokyo', '4 Kids Entertainment', 'Shogakukan Production', 'Media Factory', 'Nintendo', 'Creatures', 'Tomy', 'Oriental Light and Magic (OLM)', 'GAME FREAK', ""Pikachu Project '98"", 'JR Kikaku']","[3034, 3035, 5261, 7967, 12288, 12307, 13070, 66289, 76467, 76468, 76469]"
Michael Apted,10781.0,36643,135000000,12.130127,361832400,128.0,The World Is Not Enough,6.0,878.0,1999,11,8,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46910832,517.0,Pierce Brosnan,1957.0,Sophie Marceau,18023.0,Robert Carlyle,166895060.57142857,59174753.5,56198606.8,94089474,"['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","[7576, 8411]"
John Lasseter,7879.0,863,90000000,17.547693,497375381,92.0,Toy Story 2,7.3,3914.0,1999,10,30,10194,Toy Story Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,252594275,31.0,Tom Hanks,12898.0,Tim Allen,3234.0,Joan Cusack,303377150.6,168943050.0,104249403.6,192189868,['Pixar Animation Studios'],[3]
Jack Nicholson,514.0,32669,19000000,4.476578,10005969,138.0,The Two Jakes,6.2,48.0,1990,8,10,359005,The Jake Gittes Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,514.0,Jack Nicholson,1037.0,Harvey Keitel,39117.0,Meg Tilly,120469186.8,8745549.25,2240634.333333333,43818457,['Paramount Pictures'],[4]
Mike Mitchell,64151.0,10402,17000000,6.567794,65500000,88.0,Deuce Bigalow: Male Gigolo,5.4,314.0,1999,12,10,95664,Deuce Bigalow Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60949.0,Rob Schneider,4520.0,William Forsythe,62842.0,Eddie Griffin,120117404.4,71483194.0,279916782.5,157172460,"['Happy Madison Productions', 'Quinta Communications', 'Touchstone Pictures']","[2608, 6370, 9195]"
